setting,length,needle_frac,layer,head,detect_rate,event_rate,retrieval_score,avg_mass,retrieval_rate,copied_first_rate,avg_prompt_len_tokens,avg_distance_tokens
L8192_p0.10,8192,0.1,17,7,0.0,0.0,0.0,0.0018238991498947144,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,17,8,0.0,0.0,0.0,0.00018607694655656815,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,17,9,0.0,0.0,0.0,0.006947998702526092,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,17,10,0.0,0.0,0.0,0.009726476669311524,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,17,11,0.0,0.0,0.0,0.003377962112426758,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,18,0,0.0,0.0,0.0,0.005632567405700684,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,18,1,0.825,0.825,0.825,0.17972259521484374,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,18,2,0.0,0.0,0.0,0.019172632694244386,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,18,3,0.05,0.05,0.05,0.07866482734680176,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,18,4,0.0,0.0,0.0,0.02257426977157593,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,18,5,0.0,0.0,0.0,0.006204986572265625,1.0,1.0,8135.25,7251.275
L8192_p0.10,8192,0.1,18,6,0.0,0.0,0.0,0.018216037750244142,1.0,1.0,8135.25,7251.275
