group,variant,seed,target_tokens,actual_tokens,needle_frac,gold,n_heads,baseline_logprob,ablated_logprob,delta_logprob
non_address_core,relational,301238,8192,8192,0.5,112467,16,-1.8546520868937175,-3.3338916301727295,-1.479239543279012
strong13,relational,301238,8192,8192,0.5,112467,13,-1.8546520868937175,-3.2713611920674643,-1.4167091051737468
core19,relational,301238,8192,8192,0.5,112467,19,-1.8546520868937175,-3.417246182759603,-1.5625940958658855
first_token_sink,relational,301238,8192,8192,0.5,112467,6,-1.8546520868937175,-2.260800361633301,-0.40614827473958326
query_tail,relational,301238,8192,8192,0.5,112467,9,-1.8546520868937175,-2.813164393107096,-0.9585123062133787
answer_address_inactive_control,relational,301238,8192,8192,0.5,112467,3,-1.8546520868937175,-1.8441999753316243,0.010452111562093247
query_tail_inactive_control,relational,301238,8192,8192,0.5,112467,9,-1.8546520868937175,-1.896308422088623,-0.041656335194905525
answer_address,relational,301239,8192,8192,0.5,367666,3,-1.9700554211934407,-2.0955845514933267,-0.125529130299886
non_address_core,relational,301239,8192,8192,0.5,367666,16,-1.9700554211934407,-3.4803136189778647,-1.510258197784424
strong13,relational,301239,8192,8192,0.5,367666,13,-1.9700554211934407,-3.480642000834147,-1.5105865796407063
core19,relational,301239,8192,8192,0.5,367666,19,-1.9700554211934407,-3.459615707397461,-1.4895602862040203
