group,variant,seed,target_tokens,prompt_tokens,needle_frac,clean_gold,corrupt_gold,n_heads,clean_logprob,corrupt_clean_logprob,corrupt_gold_logprob,patched_logprob,delta_patch,recovery_denominator,recovery_fraction
support_L20H7,literal,1237,8192,8191,0.1,255903,368766,1,-2.2609168688456216,-4.916666666666667,-2.189204533894857,-4.942708333333333,-0.026041666666666075,2.6557497978210454,-0.00980576810663128
support_L18H3,literal,1237,8192,8191,0.1,255903,368766,1,-2.2609168688456216,-4.916666666666667,-2.189204533894857,-4.893229166666667,0.0234375,2.6557497978210454,0.008825191295968352
support_L17H10,literal,1237,8192,8191,0.1,255903,368766,1,-2.2609168688456216,-4.916666666666667,-2.189204533894857,-4.9453125,-0.028645833333333037,2.6557497978210454,-0.01078634491729454
support_L20H8,literal,1237,8192,8191,0.1,255903,368766,1,-2.2609168688456216,-4.916666666666667,-2.189204533894857,-4.869791666666667,0.046875,2.6557497978210454,0.017650382591936704
support_L22H0,literal,1237,8192,8191,0.1,255903,368766,1,-2.2609168688456216,-4.916666666666667,-2.189204533894857,-4.919270833333333,-0.0026041666666660745,2.6557497978210454,-0.0009805768106629273
support_L22H4,literal,1237,8192,8191,0.1,255903,368766,1,-2.2609168688456216,-4.916666666666667,-2.189204533894857,-4.901041666666667,0.015625,2.6557497978210454,0.0058834608639789015
activation_control_L20H5,literal,1237,8192,8191,0.1,255903,368766,1,-2.2609168688456216,-4.916666666666667,-2.189204533894857,-4.8828125,0.03385416666666696,2.6557497978210454,0.012747498538621064
inactive_control_L21H2,literal,1237,8192,8191,0.1,255903,368766,1,-2.2609168688456216,-4.916666666666667,-2.189204533894857,-4.940104166666667,-0.0234375,2.6557497978210454,-0.008825191295968352
inactive_control_L22H8,literal,1237,8192,8191,0.1,255903,368766,1,-2.2609168688456216,-4.916666666666667,-2.189204533894857,-4.919270833333333,-0.0026041666666660745,2.6557497978210454,-0.0009805768106629273
inactive_control_L22H3,literal,1237,8192,8191,0.1,255903,368766,1,-2.2609168688456216,-4.916666666666667,-2.189204533894857,-4.942708333333333,-0.026041666666666075,2.6557497978210454,-0.00980576810663128
address_L22H7,literal,1238,8192,8192,0.1,127404,655198,1,-2.104977607727051,-4.842447916666667,-1.9796067873636882,-4.639322916666667,0.203125,2.737470308939616,0.07420171803751263
address_L21H11,literal,1238,8192,8192,0.1,127404,655198,1,-2.104977607727051,-4.842447916666667,-1.9796067873636882,-4.7109375,0.13151041666666696,2.737470308939616,0.048040855908902516
address_L22H10,literal,1238,8192,8192,0.1,127404,655198,1,-2.104977607727051,-4.842447916666667,-1.9796067873636882,-4.803385416666667,0.0390625,2.737470308939616,0.014269561161060122
support_L20H7,literal,1238,8192,8192,0.1,127404,655198,1,-2.104977607727051,-4.842447916666667,-1.9796067873636882,-4.81640625,0.026041666666666963,2.737470308939616,0.00951304077404019
support_L18H3,literal,1238,8192,8192,0.1,127404,655198,1,-2.104977607727051,-4.842447916666667,-1.9796067873636882,-4.83984375,0.0026041666666669627,2.737470308939616,0.0009513040774041162
support_L17H10,literal,1238,8192,8192,0.1,127404,655198,1,-2.104977607727051,-4.842447916666667,-1.9796067873636882,-4.845052083333333,-0.0026041666666660745,2.737470308939616,-0.0009513040774037919
support_L20H8,literal,1238,8192,8192,0.1,127404,655198,1,-2.104977607727051,-4.842447916666667,-1.9796067873636882,-4.796875,0.04557291666666696,2.737470308939616,0.016647821354570252
support_L22H0,literal,1238,8192,8192,0.1,127404,655198,1,-2.104977607727051,-4.842447916666667,-1.9796067873636882,-4.819010416666667,0.0234375,2.737470308939616,0.008561736696636074
support_L22H4,literal,1238,8192,8192,0.1,127404,655198,1,-2.104977607727051,-4.842447916666667,-1.9796067873636882,-4.826822916666667,0.015625,2.737470308939616,0.005707824464424049
